EnaC-eq31,Type of cells:  parotid Duct-epithelial cells,,
Parameter,Description, Value,Ref
n''_{ENaC}^{M-N},density per area of the channel (1/m2),1,"[5, 6]"
g_{ENaC},The membrane conductance for sodium channels (S/m2),54.6,
